Station Number,Station Name(Kanji),Station Name(Kana),Station Name,Station Name of Snow(Kanji),Station Name of Snow(Kana),Station Name of Snow,Latitude_Precipitation(degree),Longitude_Precipitation(degree),Altitude_Precipitation(m),Height of Anemometer(m),Latitude_Snow(degree),Longitude_Snow(degree),Altitude_Snow(m),Precipitation,Wind Speed,Temperature,Sunshine Duration,Depth of Snow Cover,Humidity,Start Date,End Date,Old Station Number,Disconnection of Precipitation,Disconnection of Wind Speed,Disconnection of Temperature,Disconnection of Sunshine Duration,Disconnection of Depth of Snow Cover,Disconnection of Humidity
48767,飯田,イイダ,IIDA,飯田,イイダ,IIDA,35.523,137.822,516,36.1,35.523,137.822,516,1,1,1,1,1,1,2021-03-02,9999-99-99,48767,0,0,0,0,0,0
48826,浪合,ナミアイ,NAMIAI,,,,35.373,137.692,940,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,48826,0,0,0,6,0,0
48836,阿南,アナン,ANAN,,,,35.313,137.812,610,,,,,1,0,0,0,0,0,1978-12-26,9999-99-99,48836,1,1,1,1,1,1
48841,南信濃,ミナミシナノ,MINAMISHINANO,,,,35.322,137.932,407,9.5,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,48841,0,0,0,6,0,0
49036,大泉,オオイズミ,OIZUMI,,,,35.862,138.387,867,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,49036,0,0,0,6,0,0
49052,乙女湖,オトメコ,OTOMEKO,,,,35.807,138.655,1465,,,,,1,0,0,0,0,0,2008-10-21,9999-99-99,49052,1,1,1,1,1,1
49086,韮崎,ニラサキ,NIRASAKI,,,,35.693,138.448,341,6.6,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,49086,0,0,0,6,0,0
49142,甲府,コウフ,KOFU,甲府,コウフ,KOFU,35.667,138.553,273,26.9,35.667,138.553,273,1,1,1,1,1,1,2021-03-02,9999-99-99,49142,0,0,0,0,0,0
49151,勝沼,カツヌマ,KATSUNUMA,,,,35.663,138.725,394,9.5,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,49151,0,0,0,6,0,0
49161,大月,オオツキ,OTSUKI,,,,35.608,138.938,364,9.9,,,,1,1,1,2,0,1,2021-12-21,9999-99-99,49161,0,0,0,0,0,0
49172,上野原,ウエノハラ,UENOHARA,,,,35.620,139.105,187,,,,,1,0,0,0,0,0,2015-02-18,9999-99-99,49172,1,1,1,1,1,1
49187,富士川,フジカワ,FUJIKAWA,,,,35.562,138.448,295,,,,,1,0,0,0,0,0,2013-03-14,9999-99-99,49187,1,1,1,1,1,1
49196,古関,フルセキ,FURUSEKI,,,,35.528,138.615,552,10.3,,,,1,1,1,2,0,0,2022-06-16,9999-99-99,49196,0,0,0,0,0,0
49236,切石,キリイシ,KIRIISHI,,,,35.467,138.442,226,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,49236,0,0,0,6,0,0
49251,河口湖,カワグチコ,KAWAGUCHI-KO,河口湖,カワグチコ,KAWAGUCHI-KO,35.500,138.760,860,15.1,35.500,138.760,860,1,1,1,1,1,1,2021-03-02,9999-99-99,49251,0,0,0,0,0,0
49256,山中,ヤマナカ,YAMANAKA,,,,35.437,138.837,992,6.5,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,49256,0,0,0,6,0,0
49316,南部,ナンブ,NAMBU,,,,35.288,138.445,141,9.2,,,,1,1,1,2,0,1,2021-11-26,9999-99-99,49316,0,0,0,0,0,0
50056,白糸,シライト,SHIRAITO,,,,35.312,138.578,530,,,,,1,0,0,0,0,0,1974-11-01,9999-99-99,50056,1,1,1,1,1,1
50066,富士山,フジサン,FUJISAN,,,,35.360,138.727,3775,,,,,0,0,1,1,0,1,2021-03-02,9999-99-99,50066,0,0,0,0,0,0
50106,井川,イカワ,IKAWA,,,,35.217,138.222,755,10.0,,,,1,1,1,2,0,1,2022-11-15,9999-99-99,50106,0,0,0,0,0,0
50112,有東木,ウトウギ,UTOUGI,,,,35.207,138.368,585,,,,,1,0,0,0,0,0,2020-01-28,9999-99-99,50112,1,1,1,1,1,1
50136,御殿場,ゴテンバ,GOTEMBA,,,,35.305,138.927,472,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,50136,0,0,0,6,0,0
50196,富士,フジ,FUJI,,,,35.185,138.663,66,10.0,,,,1,1,1,2,0,1,2022-11-14,9999-99-99,50196,0,0,0,0,0,0
50206,三島,ミシマ,MISHIMA,,,,35.113,138.925,21,15.8,,,,1,1,1,1,0,1,2021-03-02,9999-99-99,50206,0,0,0,0,0,0
50211,熱海伊豆山,アタミイズサン,ATAMIIZUSAN,,,,35.115,139.083,144,5.5,,,,1,1,1,0,0,0,2021-07-07,9999-99-99,50211,1,1,1,1,1,1
50226,佐久間,サクマ,SAKUMA,,,,35.057,137.762,150,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,50226,0,0,0,6,0,0
50232,春野,ハルノ,HARUNO,,,,35.012,137.945,486,,,,,1,0,0,0,0,0,2016-09-28,9999-99-99,50232,1,1,1,1,1,1
50241,川根本町,カワネホンチョウ,KAWANEHONCHO,,,,35.102,138.128,290,10.0,,,,1,1,1,2,0,1,2022-11-16,9999-99-99,50241,0,0,0,0,0,0
50247,鍵穴,カギアナ,KAGIANA,,,,35.048,138.247,160,,,,,1,0,0,0,0,0,1991-03-14,9999-99-99,50247,1,1,1,1,1,1
50261,清水,シミズ,SHIMIZU,,,,35.053,138.522,3,8.5,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,50261,0,0,0,6,0,0
50281,網代,アジロ,AJIRO,,,,35.045,139.092,67,12.5,,,,1,1,1,1,0,1,2021-03-02,9999-99-99,50281,0,0,0,0,0,0
50296,熊,クマ,KUMA,,,,34.958,137.733,375,,,,,1,0,0,0,0,0,1998-03-31,9999-99-99,50296,0,0,0,0,0,0
50317,高根山,タカネサン,TAKANESAN,,,,34.975,138.197,415,,,,,1,0,0,0,0,0,2009-12-18,9999-99-99,50317,1,1,1,1,1,1
50331,静岡,シズオカ,SHIZUOKA,静岡,シズオカ,SHIZUOKA,34.975,138.403,14,16.0,34.975,138.403,14,1,1,1,1,1,1,2021-03-02,9999-99-99,50331,0,0,0,0,0,0
50371,三ヶ日,ミッカビ,MIKKABI,,,,34.802,137.557,2,,,,,1,0,0,0,0,0,2007-04-01,9999-99-99,50371,0,0,0,0,0,0
50386,天竜,テンリュウ,TENRYU,,,,34.890,137.813,61,10.0,,,,1,1,1,2,0,1,2022-11-17,9999-99-99,50386,0,0,0,0,0,0
50391,三倉,ミクラ,MIKURA,,,,34.895,137.940,114,,,,,1,0,0,0,0,0,1995-09-06,9999-99-99,50391,0,0,0,0,0,0
50416,土肥,トイ,TOI,,,,34.877,138.762,92,,,,,1,0,0,0,0,0,2015-02-19,9999-99-99,50416,0,0,0,0,0,0
50426,湯ケ島,ユガシマ,YUGASHIMA,,,,34.900,138.925,165,,,,,1,0,0,0,0,0,1974-11-01,9999-99-99,50426,1,1,1,1,1,1
50427,天城山,アマギサン,AMAGISAN,,,,34.872,139.023,1066,,,,,1,0,0,0,0,0,2015-06-16,9999-99-99,50427,0,0,0,0,0,0
50456,浜松,ハママツ,HAMAMATSU,,,,34.753,137.712,46,16.8,,,,1,1,1,1,0,1,2021-03-02,9999-99-99,50456,0,0,0,0,0,0
50466,掛川,カケガワ,KAKEGAWA,,,,34.768,137.995,32,,,,,1,0,0,0,0,0,2016-03-16,9999-99-99,50466,0,0,0,0,0,0
50476,菊川牧之原,キクガワマキノハラ,KIKUGAWA-MAKINOHARA,,,,34.785,138.138,191,10.1,,,,1,1,1,2,0,1,2021-11-24,9999-99-99,50476,0,0,0,0,0,0
50477,静岡空港,シズオカクウコウ,SHIZUOKA-KUKO,,,,34.795,138.188,132,10.0,,,,1,1,1,0,0,0,2009-06-04,9999-99-99,50477,1,5,5,1,1,1
50491,松崎,マツザキ,MATSUZAKI,,,,34.755,138.783,4,10.0,,,,1,1,1,2,0,1,2021-11-25,9999-99-99,50491,0,0,0,0,0,0
50506,稲取,イナトリ,INATORI,,,,34.782,139.048,130,10.2,,,,1,1,1,2,0,0,2022-07-01,9999-99-99,50506,0,0,0,0,0,0
50536,磐田,イワタ,IWATA,,,,34.692,137.880,1,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,50536,0,0,0,6,0,0
50551,御前崎,オマエザキ,OMAEZAKI,,,,34.603,138.213,45,16.0,,,,1,1,1,1,0,1,2021-03-02,9999-99-99,50551,0,0,0,0,0,0
50561,石廊崎,イロウザキ,IROZAKI,,,,34.603,138.842,52,15.0,,,,1,1,1,1,0,1,2021-03-02,9999-99-99,50561,0,0,0,0,0,0
51011,一宮,イチノミヤ,ICHINOMIYA,,,,35.298,136.853,11,,,,,1,0,0,0,0,0,2002-04-01,9999-99-99,51011,0,0,0,0,0,0
51031,愛西,アイサイ,AISAI,,,,35.217,136.698,5,10.4,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,51031,0,0,0,6,0,0
51056,小原,オバラ,OBARA,,,,35.228,137.285,290,,,,,1,0,0,0,0,0,1977-07-01,9999-99-99,51056,1,1,1,1,1,1
51071,稲武,イナブ,INABU,,,,35.212,137.507,505,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,51071,0,0,0,6,0,0
51077,茶臼山,チャウスヤマ,CHAUSUYAMA,,,,35.220,137.660,1216,,,,,1,0,0,0,0,0,2005-12-08,9999-99-99,51077,1,1,1,1,1,1
51096,蟹江,カニエ,KANIE,,,,35.137,136.792,2,,,,,1,0,0,0,0,0,1975-05-12,9999-99-99,51096,1,1,1,1,1,1
51106,名古屋,ナゴヤ,NAGOYA,名古屋,ナゴヤ,NAGOYA,35.167,136.965,51,17.8,35.167,136.965,51,1,1,1,1,1,1,2021-03-02,9999-99-99,51106,0,0,0,0,0,0
51116,豊田,トヨタ,TOYOTA,,,,35.132,137.177,75,6.6,,,,1,1,1,2,0,1,2021-11-29,9999-99-99,51116,0,0,0,0,0,0
51192,阿蔵,アゾウ,AZO,,,,35.078,137.413,613,,,,,1,0,0,0,0,0,2005-12-05,9999-99-99,51192,1,1,1,1,1,1
51216,大府,オオブ,OBU,,,,34.995,136.943,32,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,51216,0,0,0,6,0,0
51226,岡崎,オカザキ,OKAZAKI,,,,34.918,137.193,47,6.4,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,51226,0,0,0,6,0,0
51241,作手,ツクデ,TSUKUDE,,,,34.977,137.425,532,,,,,1,0,0,0,0,0,1974-11-01,9999-99-99,51241,1,1,1,1,1,1
51247,新城,シンシロ,SHINSHIRO,,,,34.907,137.518,53,6.4,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,51247,0,0,0,6,0,0
51261,セントレア,セントレア,SENTOREA,,,,34.858,136.805,4,10.0,,,,1,1,1,0,0,0,2009-01-30,9999-99-99,51261,0,4,4,0,0,0
51271,一色,イッシキ,ISSHIKI,,,,34.812,137.028,12,,,,,1,0,0,0,0,0,1995-12-26,9999-99-99,51271,0,0,0,0,0,0
51281,蒲郡,ガマゴオリ,GAMAGOORI,,,,34.845,137.217,55,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,51281,0,0,0,6,0,0
51311,南知多,ミナミチタ,MINAMICHITA,,,,34.740,136.938,16,6.5,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,51311,0,0,0,6,0,0
51331,豊橋,トヨハシ,TOYOHASHI,,,,34.750,137.342,3,6.5,,,,1,1,1,2,0,1,2021-11-30,9999-99-99,51331,0,0,0,0,0,0
51346,伊良湖,イラコ,IRAKO,,,,34.628,137.093,6,10.7,,,,1,1,1,1,0,1,2021-03-02,9999-99-99,51346,0,0,0,0,0,0
51356,田原,タハラ,TAHARA,,,,34.627,137.222,45,,,,,1,0,0,0,0,0,2011-07-28,9999-99-99,51356,0,0,0,0,0,0
52041,河合,カワイ,KAWAI,河合,カワイ,KAWAI,36.305,137.100,471,10.0,36.305,137.100,471,1,1,1,2,1,0,2021-03-02,9999-99-99,52041,0,0,0,6,0,0
52051,神岡,カミオカ,KAMIOKA,神岡,カミオカ,KAMIOKA,36.322,137.308,455,10.0,36.322,137.308,455,1,1,1,2,1,0,2021-03-02,9999-99-99,52051,0,0,0,6,0,0
52081,白川,シラカワ,SHIRAKAWA,白川,シラカワ,SHIRAKAWA,36.273,136.897,478,10.0,36.273,136.897,478,1,1,1,2,1,0,2021-03-02,9999-99-99,52081,0,0,0,6,0,0
52111,栃尾,トチオ,TOCHIO,,,,36.248,137.503,765,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,52111,0,0,0,6,0,0
52131,御母衣,ミボロ,MIBORO,,,,36.147,136.908,640,,,,,1,0,0,0,0,0,1982-06-22,9999-99-99,52131,1,1,1,1,1,1
52137,清見,キヨミ,KIYOMI,,,,36.180,137.045,740,,,,,1,0,0,0,0,0,1990-12-21,9999-99-99,52137,1,1,1,1,1,1
52146,高山,タカヤマ,TAKAYAMA,高山,タカヤマ,TAKAYAMA,36.155,137.253,560,18.1,36.155,137.253,560,1,1,1,1,1,1,2021-03-02,9999-99-99,52146,0,0,0,0,0,0
52152,丹生川,ニュウカワ,NYUKAWA,,,,36.187,137.372,910,,,,,1,0,0,0,0,0,1990-12-26,9999-99-99,52152,1,1,1,1,1,1
52173,ひるがの,ヒルガノ,HIRUGANO,,,,36.010,136.893,885,,,,,1,0,0,0,0,0,2004-10-01,9999-99-99,52173,0,0,0,0,0,0
52181,六厩,ムマヤ,MUMAYA,,,,36.060,137.035,1015,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,52181,0,0,0,6,0,0
52192,船山,フナヤマ,FUNAYAMA,,,,36.035,137.260,880,,,,,1,0,0,0,0,0,2002-10-08,9999-99-99,52192,1,1,1,1,1,1
52196,宮之前,ミヤノマエ,MIYANOMAE,,,,36.015,137.388,930,9.4,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,52196,0,0,0,6,0,0
52221,長滝,ナガタキ,NAGATAKI,長滝,ナガタキ,NAGATAKI,35.923,136.832,430,9.9,35.923,136.832,430,1,1,1,2,1,1,2021-10-21,9999-99-99,52221,0,0,0,0,0,0
52286,萩原,ハギワラ,HAGIWARA,,,,35.888,137.207,425,10.1,,,,1,1,1,2,0,1,2021-03-11,9999-99-99,52286,0,0,0,0,0,0
52321,関市板取,セキシイタドリ,SEKISHIITADORI,,,,35.723,136.783,351,,,,,1,0,0,0,0,0,2005-12-05,9999-99-99,52321,1,1,1,1,1,1
52331,八幡,ハチマン,HACHIMAN,,,,35.757,136.978,271,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,52331,0,0,0,6,0,0
52346,宮地,ミヤジ,MIYAJI,,,,35.763,137.288,450,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,52346,0,0,0,6,0,0
52381,樽見,タルミ,TARUMI,樽見,タルミ,TARUMI,35.638,136.602,190,9.9,35.638,136.602,190,1,1,1,2,1,1,2021-10-20,9999-99-99,52381,0,0,0,0,0,0
52406,金山,カナヤマ,KANAYAMA,,,,35.662,137.160,233,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,52406,0,0,0,6,0,0
52421,付知,ツケチ,TSUKECHI,,,,35.662,137.427,461,,,,,1,0,0,0,0,0,2013-03-21,9999-99-99,52421,0,0,0,0,0,0
52461,美濃,ミノ,MINO,,,,35.555,136.910,68,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,52461,0,0,0,6,0,0
52476,伽藍,ガラン,GARAN,,,,35.515,137.230,650,,,,,1,0,0,0,0,0,1974-11-01,9999-99-99,52476,1,1,1,1,1,1
52482,黒川,クロカワ,KUROKAWA,,,,35.598,137.318,517,9.4,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,52482,0,0,0,6,0,0
52511,揖斐川,イビガワ,IBIGAWA,,,,35.485,136.567,45,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,52511,0,0,0,6,0,0
52536,美濃加茂,ミノカモ,MINOKAMO,,,,35.445,137.005,74,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,52536,0,0,0,6,0,0
52556,恵那,エナ,ENA,,,,35.447,137.403,315,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,52556,0,0,0,6,0,0
52557,中津川,ナカツガワ,NAKATSUGAWA,,,,35.477,137.487,378,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,52557,0,0,0,6,0,0
52571,関ケ原,セキガハラ,SEKIGAHARA,関ケ原,セキガハラ,SEKIGAHARA,35.363,136.467,130,10.1,35.363,136.467,130,1,1,1,2,1,1,2021-03-09,9999-99-99,52571,0,0,0,0,0,0
52581,大垣,オオガキ,OGAKI,,,,35.347,136.620,6,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,52581,0,0,0,6,0,0
52586,岐阜,ギフ,GIFU,岐阜,ギフ,GIFU,35.400,136.762,13,23.0,35.400,136.762,13,1,1,1,1,1,1,2021-03-02,9999-99-99,52586,0,0,0,0,0,0
52606,多治見,タジミ,TAJIMI,,,,35.347,137.108,120,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,52606,0,0,0,6,0,0
52642,上石津,カミイシヅ,KAMIISHIZU,,,,35.247,136.458,193,,,,,1,0,0,0,0,0,2016-03-29,9999-99-99,52642,1,1,1,1,1,1
53016,北勢,ホクセイ,HOKUSEI,,,,35.143,136.538,125,,,,,1,0,0,0,0,0,2002-03-20,9999-99-99,53016,0,0,0,0,0,0
53041,桑名,クワナ,KUWANA,,,,35.050,136.693,3,9.9,,,,1,1,1,2,0,1,2021-12-01,9999-99-99,53041,0,0,0,0,0,0
53061,四日市,ヨッカイチ,YOKKAICHI,,,,34.940,136.580,55,10.7,,,,1,1,1,1,0,1,2021-03-02,9999-99-99,53061,0,0,0,0,0,0
53091,亀山,カメヤマ,KAMEYAMA,,,,34.870,136.453,70,10.0,,,,1,1,1,2,0,1,2022-11-21,9999-99-99,53091,0,0,0,0,0,0
53112,上野,ウエノ,UENO,,,,34.762,136.142,159,22.1,,,,1,1,1,1,0,1,2021-03-02,9999-99-99,53112,0,0,0,0,0,0
53121,笠取山,カサトリヤマ,KASATORIYAMA,,,,34.725,136.308,810,,,,,1,0,0,0,0,0,1974-11-01,9999-99-99,53121,1,1,1,1,1,1
53133,津,ツ,TSU,津,ツ,TSU,34.733,136.518,3,15.0,34.733,136.518,3,1,1,1,1,1,1,2021-03-02,9999-99-99,53133,0,0,0,0,0,0
53141,名張,ナバリ,NABARI,,,,34.627,136.108,226,,,,,1,0,0,0,0,0,2014-05-22,9999-99-99,53141,0,0,0,0,0,0
53151,白山,ハクサン,HAKUSAN,,,,34.625,136.322,60,,,,,1,0,0,0,0,0,2004-12-09,9999-99-99,53151,0,0,0,0,0,0
53196,小俣,オバタ,OBATA,,,,34.528,136.665,10,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,53196,0,0,0,6,0,0
53231,粥見,カユミ,KAYUMI,,,,34.448,136.390,120,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,53231,0,0,0,6,0,0
53257,鳥羽,トバ,TOBA,,,,34.482,136.825,2,9.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,53257,0,0,0,6,0,0
53287,藤坂峠,フジサカトウゲ,FUJISAKATOGE,,,,34.323,136.488,560,,,,,1,0,0,0,0,0,1974-11-01,9999-99-99,53287,1,1,1,1,1,1
53296,南伊勢,ミナミイセ,MINAMIISE,,,,34.345,136.682,6,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,53296,0,0,0,6,0,0
53307,阿児,アゴ,AGO,,,,34.308,136.873,31,,,,,1,0,0,0,0,0,2015-03-09,9999-99-99,53307,0,0,0,0,0,0
53321,宮川,ミヤガワ,MIYAGAWA,,,,34.278,136.208,205,,,,,1,0,0,0,0,0,1994-06-23,9999-99-99,53321,0,0,0,0,0,0
53326,紀伊長島,キイナガシマ,KII-NAGASHIMA,,,,34.208,136.327,3,9.9,,,,1,1,1,2,0,1,2021-12-02,9999-99-99,53326,0,0,0,0,0,0
53378,尾鷲,オワセ,OWASE,,,,34.068,136.193,15,28.4,,,,1,1,1,1,0,1,2021-03-02,9999-99-99,53378,0,0,0,0,0,0
53401,熊野新鹿,クマノアタシカ,KUMANOATASHIKA,,,,33.932,136.138,23,6.4,,,,1,1,1,2,0,1,2022-11-22,9999-99-99,53401,0,0,0,0,0,0
53416,御浜,ミハマ,MIHAMA,,,,33.852,135.980,130,,,,,1,0,0,0,0,0,1985-06-11,9999-99-99,53416,1,1,1,1,1,1
54012,粟島,アワシマ,AWASHIMA,,,,38.465,139.253,4,10.4,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,54012,0,0,0,6,0,0
54041,弾崎,ハジキザキ,HAGIKIZAKI,,,,38.330,138.512,58,8.1,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,54041,0,0,0,6,0,0
54056,高根,タカネ,TAKANE,,,,38.330,139.603,85,,,,,1,0,0,0,0,0,2016-11-21,9999-99-99,54056,0,0,0,0,0,0
54086,村上,ムラカミ,MURAKAMI,,,,38.227,139.478,10,8.3,,,,1,1,1,2,0,1,2021-11-12,9999-99-99,54086,0,0,0,0,0,0
54097,三面,ミオモテ,MIOMOTE,,,,38.247,139.605,45,,,,,1,0,0,0,0,0,2005-12-07,9999-99-99,54097,0,0,0,0,0,0
54157,相川,アイカワ,AIKAWA,相川,アイカワ,AIKAWA,38.028,138.240,6,33.8,38.028,138.240,6,1,1,1,1,1,1,2021-03-02,9999-99-99,54157,0,0,0,0,0,0
54166,両津,リョウツ,RYOTSU,,,,38.073,138.440,2,18.8,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,54166,0,0,0,6,0,0
54181,中条,ナカジョウ,NAKAJO,,,,38.077,139.388,14,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,54181,0,0,0,6,0,0
54191,下関,シモセキ,SHIMOSEKI,下関,シモセキ,SHIMOSEKI,38.092,139.563,33,10.0,38.092,139.563,33,1,1,1,2,1,0,2021-03-02,9999-99-99,54191,0,0,0,6,0,0
54232,新潟,ニイガタ,NIIGATA,新潟,ニイガタ,NIIGATA,37.893,139.018,4,15.1,37.893,139.018,4,1,1,1,1,1,1,2021-03-02,9999-99-99,54232,0,0,0,0,0,0
54236,松浜,マツハマ,MATSUHAMA,松浜,マツハマ,MATSUHAMA,37.955,139.112,1,10.0,37.955,139.112,1,1,1,1,0,1,0,2021-11-30,9999-99-99,54236,0,0,0,0,0,0
54271,羽茂,ハモチ,HAMOCHI,,,,37.842,138.313,11,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,54271,0,0,0,6,0,0
54296,新津,ニイツ,NIITSU,新津,ニイツ,NIITSU,37.792,139.087,3,10.0,37.792,139.087,3,1,1,1,2,1,1,2021-03-17,9999-99-99,54296,0,0,0,0,0,0
54301,瓢湖,ヒョウコ,HYOKO,,,,37.833,139.237,9,,,,,1,0,0,0,0,0,2014-07-23,9999-99-99,54301,1,1,1,1,1,1
54311,赤谷,アカダニ,AKADANI,,,,37.835,139.415,135,,,,,1,0,0,0,0,0,1987-12-07,9999-99-99,54311,0,0,0,0,0,0
54341,巻,マキ,MAKI,,,,37.768,138.913,2,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,54341,0,0,0,6,0,0
54387,寺泊,テラドマリ,TERADOMARI,,,,37.640,138.767,44,7.9,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,54387,0,0,0,6,0,0
54396,三条,サンジョウ,SANJO,,,,37.640,138.955,9,12.5,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,54396,0,0,0,6,0,0
54406,村松,ムラマツ,MURAMATSU,,,,37.697,139.188,25,,,,,1,0,0,0,0,0,1974-11-01,9999-99-99,54406,1,1,1,1,1,1
54421,津川,ツガワ,TSUGAWA,津川,ツガワ,TSUGAWA,37.672,139.447,100,9.6,37.672,139.447,100,1,1,1,2,1,0,2021-03-02,9999-99-99,54421,0,0,0,6,0,0
54462,宮寄上,ミヤヨリカミ,MIYAYORIKAMI,,,,37.580,139.140,125,,,,,1,0,0,0,0,0,1983-06-29,9999-99-99,54462,1,1,1,1,1,1
54472,室谷,ムロヤ,MUROYA,,,,37.550,139.370,200,,,,,1,0,0,0,0,0,1993-01-02,9999-99-99,54472,1,1,1,1,1,1
54501,長岡,ナガオカ,NAGAOKA,長岡,ナガオカ,NAGAOKA,37.450,138.823,23,9.5,37.450,138.823,23,1,1,1,2,1,0,2021-03-02,9999-99-99,54501,0,0,0,6,0,0
54506,栃尾,トチオ,TOCHIO,,,,37.475,138.992,83,,,,,1,0,0,0,0,0,1974-11-01,9999-99-99,54506,1,1,1,1,1,1
54541,柏崎,カシワザキ,KASHIWAZAKI,柏崎,カシワザキ,KASHIWAZAKI,37.352,138.553,7,10.0,37.352,138.553,7,1,1,1,2,1,1,2021-03-16,9999-99-99,54541,0,0,0,0,0,0
54566,守門,スモン,SUMON,守門,スモン,SUMON,37.347,139.043,222,10.0,37.347,139.043,222,1,1,1,2,1,0,2021-03-02,9999-99-99,54566,0,0,0,6,0,0
54586,大潟,オオガタ,OGATA,,,,37.225,138.325,13,10.0,,,,1,1,1,2,0,1,2021-11-19,9999-99-99,54586,0,0,0,0,0,0
54606,小国,オグニ,OGUNI,,,,37.292,138.702,83,,,,,1,0,0,0,0,0,1977-06-21,9999-99-99,54606,1,1,1,1,1,1
54616,小出,コイデ,KOIDE,小出,コイデ,KOIDE,37.227,138.963,98,10.0,37.227,138.963,98,1,1,1,2,1,0,2021-03-02,9999-99-99,54616,0,0,0,6,0,0
54621,大湯,オオユ,OYU,,,,37.205,139.062,240,,,,,1,0,0,0,0,0,1981-06-01,9999-99-99,54621,1,1,1,1,1,1
54651,高田,タカダ,TAKADA,高田,タカダ,TAKADA,37.107,138.247,13,18.0,37.107,138.247,13,1,1,1,1,1,1,2021-03-02,9999-99-99,54651,0,0,0,0,0,0
54661,安塚,ヤスヅカ,YASUZUKA,安塚,ヤスヅカ,YASUZUKA,37.107,138.457,126,6.5,37.107,138.457,126,1,1,1,2,1,0,2021-03-02,9999-99-99,54661,0,0,0,6,0,0
54666,川谷,カワダニ,KAWADANI,,,,37.200,138.517,206,,,,,1,0,0,0,0,0,1990-07-17,9999-99-99,54666,0,0,0,0,0,0
54671,松代,マツダイ,MATSUDAI,,,,37.132,138.607,210,,,,,1,0,0,0,0,0,1977-06-21,9999-99-99,54671,1,1,1,1,1,1
54676,十日町,トオカマチ,TOKAMACHI,十日町,トオカマチ,TOKAMACHI,37.143,138.727,170,10.0,37.143,138.727,170,1,1,1,2,1,0,2021-03-02,9999-99-99,54676,0,0,0,6,0,0
54711,糸魚川,イトイガワ,ITOIGAWA,,,,37.043,137.875,8,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,54711,0,0,0,6,0,0
54721,能生,ノウ,NO,能生,ノウ,NO,37.083,138.023,55,10.3,37.083,138.023,55,1,1,1,2,1,0,2022-08-22,9999-99-99,54721,0,0,0,0,0,0
54737,筒方,ドウガタ,DOGATA,,,,37.030,138.343,255,,,,,1,0,0,0,0,0,1985-06-14,9999-99-99,54737,1,1,1,1,1,1
54761,塩沢,シオザワ,SHIOZAWA,,,,37.038,138.847,195,,,,,1,0,0,0,0,0,1983-06-14,9999-99-99,54761,1,1,1,1,1,1
54816,関山,セキヤマ,SEKIYAMA,関山,セキヤマ,SEKIYAMA,36.933,138.222,350,10.0,36.933,138.222,350,1,1,1,2,1,0,2021-03-02,9999-99-99,54816,0,0,0,6,0,0
